,Sentence,YTest,YPred
0,The jet was maneuvered by the aviator.,0.9924242424242421,0.5857003331184387
1,The aviator was maneuvered by the jet.,0.072463768115942,0.5857003331184387
2,The pullover was donned by the friend.,0.8636363636363641,0.5857003331184387
3,The friend was donned by the pullover.,0.143939393939394,0.5857003331184387
4,The sugar was sprinkled by the confectioner.,0.895833333333333,0.5857003331184387
5,The confectioner was sprinkled by the sugar.,0.107843137254902,0.5857003331184387
6,The fedora was adorned by the milliner.,0.734848484848485,0.5857003331184387
7,The milliner was adorned by the fedora.,0.31060606060606105,0.5857003331184387
8,The plagiarist was admonished by the librarian.,0.825,0.5857003331184387
9,The librarian was admonished by the plagiarist.,0.5,0.5857003331184387
10,The painting was inherited by the count.,0.7222222222222221,0.5857003331184387
11,The count was inherited by the painting.,0.128787878787879,0.5857003331184387
12,The conqueror was imitated by the deceiver.,0.674242424242424,0.5857003331184387
13,The deceiver was imitated by the conqueror.,0.5606060606060611,0.5857003331184387
14,The winner was congratulated by the panelist.,0.962121212121212,0.5857003331184387
15,The panelist was congratulated by the winner.,0.477272727272727,0.5857003331184387
16,The bureaucrat was bribed by the smuggler.,0.927536231884058,0.5857003331184387
17,The smuggler was bribed by the bureaucrat.,0.7173913043478259,0.5857003331184387
18,The apprentice was trained by the artisan.,0.926666666666667,0.5857003331184387
19,The artisan was trained by the apprentice.,0.24242424242424201,0.5857003331184387
20,The school was closed by the doctor.,0.46,0.5857003331184387
21,The doctor was closed by the school.,0.0303030303030303,0.5857003331184387
22,The crop was cultivated by the villager.,0.9861111111111109,0.5857003331184387
23,The villager was cultivated by the crop.,0.0648148148148148,0.5857003331184387
24,The rebel was exiled by the king.,0.8095238095238091,0.5857003331184387
25,The king was exiled by the rebel.,0.43939393939393895,0.5857003331184387
26,The boy was tutored by the nanny.,0.9772727272727271,0.5857003331184387
27,The nanny was tutored by the boy.,0.28030303030303,0.5857003331184387
28,The beverage was requested by the adventurer.,0.856060606060606,0.5857003331184387
29,The adventurer was requested by the beverage.,0.0277777777777778,0.5857003331184387
30,The program was funded by the banker.,0.9382716049382719,0.5857003331184387
31,The banker was funded by the program.,0.5416666666666671,0.5857003331184387
32,The brochure was skimmed by the woodworker.,0.6893939393939389,0.5857003331184387
33,The woodworker was skimmed by the brochure.,0.0,0.5857003331184387
34,The disease was contracted by the marauder.,0.8125,0.5857003331184387
35,The marauder was contracted by the disease.,0.136363636363636,0.5857003331184387
36,The recluse was taunted by the windbag.,0.514492753623188,0.5857003331184387
37,The windbag was taunted by the recluse.,0.4733333333333329,0.5857003331184387
38,The password was memorized by the hacker.,0.9492753623188409,0.5857003331184387
39,The hacker was memorized by the password.,0.246376811594203,0.5857003331184387
40,The offender was handcuffed by the policewoman.,0.993055555555555,0.5857003331184387
41,The policewoman was handcuffed by the offender.,0.196969696969697,0.5857003331184387
42,The suitcase was pulled by the stewardess.,0.944444444444445,0.5857003331184387
43,The stewardess was pulled by the suitcase.,0.18666666666666698,0.5857003331184387
44,The luggage was dragged by the flight-attendant.,0.9772727272727271,0.5857003331184387
45,The flight-attendant was dragged by the luggage.,0.148148148148148,0.5857003331184387
46,The child was scolded by the principal.,0.946969696969697,0.5857003331184387
47,The principal was scolded by the child.,0.33333333333333304,0.5857003331184387
48,The alcohol was provided by the overseer.,0.7826086956521741,0.5857003331184387
49,The overseer was provided by the alcohol.,0.0217391304347826,0.5857003331184387
50,The snorkeler was mauled by the shark.,0.9393939393939391,0.6202038526535034
51,The shark was mauled by the snorkeler.,0.106060606060606,0.6200944781303406
52,The visitor was bothered by the drunk.,0.8888888888888891,0.5983787775039673
53,The drunk was bothered by the visitor.,0.681818181818182,0.6011011004447937
54,The chiropractor was thanked by the tennis player.,0.946969696969697,0.5482726097106934
55,The tennis player was thanked by the chiropractor.,0.543478260869565,0.5548031330108643
56,The bystander was interrogated by the attorney.,0.8518518518518521,0.6353219747543335
57,The attorney was interrogated by the bystander.,0.557971014492754,0.6353525519371033
58,The memento was misplaced by the sightseer.,0.8405797101449279,0.5857783555984497
59,The sightseer was misplaced by the memento.,0.0866666666666667,0.5917563438415527
60,The pop star was stalked by the paparazzi.,0.96,0.5157114863395691
61,The paparazzi was stalked by the pop star.,0.33333333333333304,0.5025715827941895
62,The sociopath was expelled by the assistant principal.,0.891304347826087,0.6819851994514465
63,The assistant principal was expelled by the sociopath.,0.25925925925925897,0.6920042037963867
